,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,growth_rate
1010,873,Frosmoth,8,Normal,Frost Moth Pokémon,2,Ice,Bug,1.3,42.0,475,70,65,60,125,90,65,75.0,Medium Fast
1011,874,Stonjourner,8,Normal,Big Rock Pokémon,1,Rock,None,2.5,520.0,470,100,125,135,20,20,70,60.0,Slow
1012,875,Eiscue Ice Face,8,Normal,Penguin Pokémon,1,Ice,None,1.4,89.0,470,75,80,110,65,90,50,60.0,Slow
1013,875,Eiscue Noice Face,8,Normal,Penguin Pokémon,1,Ice,None,1.4,89.0,470,75,80,70,65,50,130,60.0,Slow
1014,876,Indeedee Male,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28.0,475,60,65,55,105,95,95,30.0,Fast
1015,876,Indeedee Female,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28.0,475,70,55,65,95,105,85,30.0,Fast
1016,877,Morpeko Full Belly Mode,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3.0,436,58,95,58,70,58,97,180.0,Medium Fast
1017,877,Morpeko Hangry Mode,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3.0,436,58,95,58,70,58,97,180.0,Medium Fast
1018,878,Cufant,8,Normal,Copperderm Pokémon,1,Steel,None,1.2,100.0,330,72,80,49,40,49,40,190.0,Medium Fast
1019,879,Copperajah,8,Normal,Copperderm Pokémon,1,Steel,None,3.0,650.0,500,122,130,69,80,69,30,90.0,Medium Fast
1020,880,Dracozolt,8,Normal,Fossil Pokémon,2,Electric,Dragon,1.8,190.0,505,90,100,90,80,70,75,45.0,Slow
1021,881,Arctozolt,8,Normal,Fossil Pokémon,2,Electric,Ice,2.3,150.0,505,90,100,90,90,80,55,45.0,Slow
1022,882,Dracovish,8,Normal,Fossil Pokémon,2,Water,Dragon,2.3,215.0,505,90,90,100,70,80,75,45.0,Slow
1023,883,Arctovish,8,Normal,Fossil Pokémon,2,Water,Ice,2.0,175.0,505,90,90,100,80,90,55,45.0,Slow
1024,884,Duraludon,8,Normal,Alloy Pokémon,2,Steel,Dragon,1.8,40.0,535,70,95,115,120,50,85,45.0,Medium Fast
1025,885,Dreepy,8,Normal,Lingering Pokémon,2,Dragon,Ghost,0.5,2.0,270,28,60,30,40,30,82,45.0,Slow
1026,886,Drakloak,8,Normal,Caretaker Pokémon,2,Dragon,Ghost,1.4,11.0,410,68,80,50,60,50,102,45.0,Slow
1027,887,Dragapult,8,Normal,Stealth Pokémon,2,Dragon,Ghost,3.0,50.0,600,88,120,75,100,75,142,45.0,Slow
1028,888,Zacian Crowned Sword,8,Legendary,Warrior Pokémon,2,Fairy,Steel,2.8,355.0,720,92,170,115,80,115,148,10.0,Slow
1029,888,Zacian Hero of Many Battles,8,Legendary,Warrior Pokémon,1,Fairy,None,2.8,110.0,670,92,130,115,80,115,138,10.0,Slow
1030,889,Zamazenta Crowned Shield,8,Legendary,Warrior Pokémon,2,Fighting,Steel,2.9,785.0,720,92,130,145,80,145,128,10.0,Slow
1031,889,Zamazenta Hero of Many Battles,8,Legendary,Warrior Pokémon,1,Fighting,None,2.9,210.0,670,92,130,115,80,115,138,10.0,Slow
1032,890,Eternatus,8,Legendary,Gigantic Pokémon,2,Poison,Dragon,20.0,950.0,690,140,85,95,145,95,130,255.0,Slow
1033,890,Eternatus Eternamax,8,Legendary,Gigantic Pokémon,2,Poison,Dragon,100.0,4750.0,1125,255,115,250,125,250,130,255.0,Slow
1034,891,Kubfu,8,Sub Legendary,Wushu Pokémon,1,Fighting,None,0.6,12.0,385,60,90,60,53,50,72,3.0,Slow
1035,892,Urshifu Single Strike Style,8,Sub Legendary,Wushu Pokémon,2,Fighting,Dark,1.9,105.0,550,100,130,100,63,60,97,3.0,Slow
1036,892,Urshifu Rapid Strike Style,8,Sub Legendary,Wushu Pokémon,2,Fighting,Water,1.9,105.0,550,100,130,100,63,60,97,3.0,Slow
1037,893,Zarude,8,Mythical,Rogue Monkey Pokémon,2,Dark,Grass,1.8,70.0,600,105,120,105,70,95,105,3.0,Slow
1038,894,Regieleki,8,Sub Legendary,Elektron Pokémon,1,Electric,None,1.2,145.0,580,80,100,50,100,50,200,3.0,Slow
1039,895,Regidrago,8,Sub Legendary,Dragon Orb Pokémon,1,Dragon,None,2.1,200.0,580,200,100,50,100,50,80,3.0,Slow
1040,896,Glastrier,8,Sub Legendary,Wild Horse Pokémon,1,Ice,None,2.2,800.0,580,100,145,130,65,110,30,3.0,Slow
1041,897,Spectrier,8,Sub Legendary,Swift Horse Pokémon,1,Ghost,None,2.0,44.5,580,100,65,60,145,80,130,3.0,Slow
1042,898,Calyrex,8,Legendary,King Pokémon,2,Psychic,Grass,1.1,7.7,500,100,80,80,80,80,80,3.0,Slow
1043,898,Calyrex Ice Rider,8,Legendary,High King Pokémon,2,Psychic,Ice,2.4,809.1,680,100,165,150,85,130,50,3.0,Slow
1044,898,Calyrex Shadow Rider,8,Legendary,High King Pokémon,2,Psychic,Ghost,2.4,53.6,680,100,85,80,165,100,150,3.0,Slow
